epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,172.544,1.76347,1.3241,1.44763,0.20134,0.07429,0.07655,0.03229,2.19129,3.01525,2.06998,0.000788482,0.000788482,0.000788482
23,179.239,1.7984,1.38939,1.58898,0.16603,0.11429,0.11605,0.05193,2.16122,2.9233,2.03477,0.000821592,0.000821592,0.000821592
24,186.583,1.74597,1.3938,1.46899,0.19202,0.18286,0.11965,0.05345,2.20341,2.84892,1.9795,0.000854385,0.000854385,0.000854385
25,194.391,1.72225,1.3502,1.46931,0.34601,0.21143,0.15539,0.05763,2.29376,2.69907,1.97184,0.000886861,0.000886861,0.000886861
26,202.701,1.74937,1.34592,1.49205,0.48003,0.18993,0.21377,0.07058,2.31316,2.6576,2.00351,0.00091902,0.00091902,0.00091902
27,210.495,1.67108,1.25237,1.43018,0.49025,0.22534,0.26634,0.10421,2.18928,2.51865,1.86053,0.000950862,0.000950862,0.000950862
28,218.311,1.70188,1.30878,1.48009,0.55404,0.26267,0.3223,0.14365,2.12625,2.27587,1.68763,0.000982388,0.000982388,0.000982388
29,225.646,1.75311,1.30412,1.43193,0.55129,0.28,0.29758,0.12241,2.18501,2.27336,1.68764,0.0010136,0.0010136,0.0010136
30,232.986,1.75198,1.2604,1.43443,0.50028,0.20571,0.26263,0.09262,2.25001,2.37908,1.80448,0.00104449,0.00104449,0.00104449
31,239.604,1.61941,1.20914,1.37562,0.27143,0.18286,0.15888,0.05492,2.29967,2.51277,1.9245,0.00107506,0.00107506,0.00107506
32,246.224,1.60019,1.25094,1.45299,0.23162,0.14857,0.08945,0.02973,2.41754,2.90123,2.16114,0.00110532,0.00110532,0.00110532
33,253.272,1.75731,1.26345,1.46055,0.22024,0.09714,0.07097,0.0238,2.60007,3.04738,2.38075,0.00113526,0.00113526,0.00113526
34,262.754,1.71194,1.2114,1.40329,0.38316,0.15429,0.14529,0.04595,2.53499,2.73039,2.1843,0.00116489,0.00116489,0.00116489
35,270.102,1.71515,1.18832,1.43895,0.32701,0.2,0.11867,0.03125,2.60389,2.78278,2.16767,0.0011942,0.0011942,0.0011942
36,277.694,1.76588,1.2219,1.41573,0.41213,0.15429,0.183,0.07072,2.47909,2.58161,2.03579,0.00122319,0.00122319,0.00122319
37,284.696,1.67647,1.26308,1.42325,0.37642,0.18286,0.15359,0.0637,2.41282,2.77026,2.02128,0.00125186,0.00125186,0.00125186
38,291.982,1.60267,1.28858,1.43799,0.32821,0.17714,0.1321,0.04991,2.38664,2.91698,2.06826,0.00128022,0.00128022,0.00128022
39,299.035,1.78136,1.28445,1.51361,0.27683,0.15429,0.11361,0.03853,2.38742,2.90694,2.11018,0.00130826,0.00130826,0.00130826
40,307.261,1.75594,1.19702,1.46314,0.42986,0.14286,0.16937,0.06059,2.39059,2.83178,2.11527,0.00133598,0.00133598,0.00133598
41,314.714,1.72389,1.14216,1.44525,0.53592,0.22286,0.25157,0.08008,2.44021,2.56054,1.94741,0.00136339,0.00136339,0.00136339
42,321.094,1.72908,1.27272,1.44169,0.44933,0.21714,0.22634,0.07174,2.49686,2.44083,1.98942,0.00139048,0.00139048,0.00139048
43,328.198,1.69069,1.21665,1.46409,0.30741,0.12571,0.14753,0.05105,2.47199,2.58161,1.9688,0.00141726,0.00141726,0.00141726
44,335.593,1.65388,1.22202,1.43845,0.26406,0.18286,0.14671,0.04923,2.64235,2.42756,2.07823,0.00144371,0.00144371,0.00144371
45,343.212,1.70738,1.18385,1.41458,0.41492,0.22286,0.20786,0.06729,2.60136,2.31166,2.01498,0.00146985,0.00146985,0.00146985
46,350.42,1.70385,1.24677,1.46963,0.31697,0.24,0.21281,0.06778,2.61534,2.15983,2.04752,0.00149568,0.00149568,0.00149568
47,357.559,1.74105,1.198,1.44964,0.31716,0.28,0.21701,0.071,2.63316,2.13173,2.10036,0.00152118,0.00152118,0.00152118
48,364.61,1.73125,1.23133,1.51223,0.43917,0.31771,0.29634,0.09763,2.43845,2.14502,1.99216,0.00154637,0.00154637,0.00154637
49,371.345,1.80673,1.28134,1.53684,0.39582,0.2,0.2109,0.07784,2.48337,2.37638,2.03527,0.00157124,0.00157124,0.00157124
50,378.363,1.57252,1.22184,1.3687,0.29773,0.13143,0.16001,0.0491,2.60148,2.57758,2.20093,0.0015958,0.0015958,0.0015958
51,384.94,1.6472,1.23043,1.40726,0.3118,0.19429,0.16937,0.0511,2.54895,2.4598,2.21501,0.001604,0.001604,0.001604
52,392.138,1.7132,1.27901,1.49962,0.43415,0.29376,0.29124,0.10361,2.37036,2.12412,2.07687,0.00159608,0.00159608,0.00159608
53,399.898,1.73589,1.14666,1.42848,0.44805,0.34327,0.29647,0.1183,2.3475,2.12157,2.00706,0.00158816,0.00158816,0.00158816
54,406.324,1.63429,1.17746,1.44683,0.39018,0.34857,0.26291,0.09637,2.3971,2.22641,2.12105,0.00158024,0.00158024,0.00158024
55,414.16,1.66223,1.1286,1.41863,0.44168,0.29143,0.24669,0.07651,2.50247,2.2964,2.2882,0.00157232,0.00157232,0.00157232
56,421.693,1.74109,1.18571,1.44117,0.4145,0.33714,0.26843,0.08017,2.54032,2.18884,2.41176,0.0015644,0.0015644,0.0015644
57,428.407,1.58149,1.10234,1.3848,0.31698,0.33714,0.22771,0.07018,2.59434,2.1427,2.51064,0.00155648,0.00155648,0.00155648
58,436.688,1.6098,1.04343,1.37,0.46185,0.42857,0.3299,0.1218,2.35282,1.93597,2.2056,0.00154856,0.00154856,0.00154856
59,444.024,1.60383,1.21997,1.48161,0.37801,0.34286,0.25643,0.1032,2.34061,2.1243,2.11371,0.00154064,0.00154064,0.00154064
60,452.632,1.62684,1.19335,1.42849,0.19346,0.23027,0.09966,0.02869,2.6711,2.55199,2.38297,0.00153272,0.00153272,0.00153272
61,459.857,1.67368,1.13483,1.42579,0.26825,0.26286,0.16775,0.04608,2.68373,2.16065,2.32851,0.0015248,0.0015248,0.0015248
62,466.533,1.69938,1.16148,1.45547,0.4694,0.40571,0.36116,0.12079,2.45709,1.73535,2.14063,0.00151688,0.00151688,0.00151688
63,473.238,1.63862,1.16409,1.42153,0.53573,0.38903,0.38243,0.11953,2.50932,1.75735,2.19895,0.00150896,0.00150896,0.00150896
64,479.971,1.70555,1.11569,1.37325,0.33423,0.34138,0.23942,0.06855,2.73478,1.88018,2.35452,0.00150104,0.00150104,0.00150104
65,488.342,1.65682,1.09966,1.39794,0.42234,0.27429,0.23166,0.06491,2.73768,2.101,2.23535,0.00149312,0.00149312,0.00149312
66,496.162,1.66122,1.16612,1.4283,0.30563,0.2,0.17083,0.05145,2.85979,2.37002,2.23874,0.0014852,0.0014852,0.0014852
67,504.252,1.5975,1.04083,1.35378,0.28207,0.24,0.15804,0.04899,2.8347,2.33773,2.25177,0.00147728,0.00147728,0.00147728
68,513.029,1.59349,1.15039,1.40269,0.35304,0.32,0.23799,0.07581,2.77688,2.10296,2.28226,0.00146936,0.00146936,0.00146936
69,519.893,1.64738,1.08112,1.42799,0.47558,0.31429,0.27505,0.08067,2.88276,1.87992,2.39053,0.00146144,0.00146144,0.00146144
70,526.93,1.55437,1.05205,1.366,0.37601,0.34857,0.28864,0.0794,2.88049,1.83721,2.48244,0.00145352,0.00145352,0.00145352
71,533.907,1.64762,1.10879,1.48015,0.32749,0.33714,0.25769,0.06854,2.91637,1.8966,2.59123,0.0014456,0.0014456,0.0014456
72,540.179,1.57301,1.03032,1.35436,0.33485,0.32507,0.25317,0.08551,2.66875,1.98561,2.27278,0.00143768,0.00143768,0.00143768
73,547.927,1.49254,1.01473,1.32065,0.42432,0.25143,0.23322,0.06783,2.74237,2.09683,2.31616,0.00142976,0.00142976,0.00142976
74,555.944,1.54973,1.08382,1.35978,0.17935,0.27225,0.12345,0.03249,2.86003,2.63731,2.39415,0.00142184,0.00142184,0.00142184
75,562.978,1.51904,1.02209,1.33768,0.2374,0.35429,0.21967,0.06696,2.56715,2.21978,2.11889,0.00141392,0.00141392,0.00141392
76,570.885,1.53653,1.05046,1.39414,0.37183,0.43429,0.31481,0.11224,2.43707,1.83165,2.02433,0.001406,0.001406,0.001406
77,578.522,1.69511,1.07232,1.42773,0.38197,0.43439,0.35289,0.1216,2.51438,1.73566,2.08694,0.00139808,0.00139808,0.00139808
78,585.837,1.51057,1.01929,1.31684,0.47212,0.37309,0.35067,0.11923,2.50833,1.81441,2.05711,0.00139016,0.00139016,0.00139016
79,593.577,1.56231,1.00875,1.3477,0.43563,0.34857,0.33514,0.12747,2.36259,1.87688,1.96602,0.00138224,0.00138224,0.00138224
80,602.654,1.58186,0.99349,1.40641,0.38945,0.33143,0.32642,0.14376,2.35547,1.8747,1.94617,0.00137432,0.00137432,0.00137432
81,610.983,1.54768,1.03083,1.34935,0.42744,0.4,0.36513,0.15486,2.31704,1.91419,1.92207,0.0013664,0.0013664,0.0013664
82,617.74,1.56756,1.05473,1.38619,0.37108,0.42857,0.33776,0.13894,2.28926,1.96636,1.96206,0.00135848,0.00135848,0.00135848
83,625.058,1.46515,0.97718,1.31081,0.41626,0.42378,0.33716,0.12557,2.34196,2.08961,2,0.00135056,0.00135056,0.00135056
84,632.262,1.50605,0.95096,1.333,0.37933,0.38068,0.32862,0.13158,2.31313,1.93896,1.98484,0.00134264,0.00134264,0.00134264
85,640.174,1.57944,0.97481,1.33535,0.40897,0.40571,0.34213,0.13683,2.36206,1.89692,2.02474,0.00133472,0.00133472,0.00133472
86,647.73,1.59059,1.03393,1.38523,0.33059,0.44307,0.29051,0.10623,2.48964,1.92274,2.09049,0.0013268,0.0013268,0.0013268
87,655.466,1.52591,0.98854,1.30256,0.40028,0.38857,0.33061,0.10775,2.53872,1.8855,2.1486,0.00131888,0.00131888,0.00131888
88,662.405,1.54733,0.95802,1.37036,0.4811,0.44,0.3657,0.13108,2.32637,1.72627,1.88908,0.00131096,0.00131096,0.00131096
89,668.951,1.57666,0.95685,1.38323,0.48991,0.43429,0.38614,0.15696,2.30648,1.63923,1.91515,0.00130304,0.00130304,0.00130304
90,676.271,1.50527,0.96064,1.30214,0.4479,0.43429,0.3618,0.13971,2.31609,1.73603,1.93548,0.00129512,0.00129512,0.00129512
91,683.96,1.47203,0.93099,1.29044,0.47659,0.37143,0.33919,0.12771,2.40965,1.78752,1.99946,0.0012872,0.0012872,0.0012872
92,692.209,1.48454,0.919,1.31514,0.53974,0.42857,0.40103,0.14982,2.40322,1.6754,1.98278,0.00127928,0.00127928,0.00127928
93,698.423,1.42608,0.93335,1.32772,0.48618,0.44337,0.40423,0.15709,2.39056,1.63345,1.99388,0.00127136,0.00127136,0.00127136
94,704.659,1.36095,0.89393,1.26476,0.52974,0.37714,0.37878,0.15057,2.26354,1.69741,1.92332,0.00126344,0.00126344,0.00126344
95,711.238,1.48636,0.92294,1.29589,0.43161,0.34857,0.32642,0.13065,2.27239,1.87871,1.97857,0.00125552,0.00125552,0.00125552
96,718.19,1.42245,0.95416,1.32465,0.38132,0.32,0.24323,0.09156,2.38397,2.18553,2.09115,0.0012476,0.0012476,0.0012476
97,725.35,1.46513,0.9363,1.26236,0.32974,0.30923,0.24759,0.09267,2.50472,1.9932,2.21493,0.00123968,0.00123968,0.00123968
98,732.633,1.47845,0.99434,1.32116,0.43825,0.37143,0.33901,0.12579,2.38076,1.87818,2.02403,0.00123176,0.00123176,0.00123176
99,741.158,1.50595,0.92177,1.30988,0.47595,0.42857,0.3675,0.14185,2.38126,1.74872,2.04885,0.00122384,0.00122384,0.00122384
100,748.181,1.38896,0.90812,1.26974,0.51579,0.48087,0.43465,0.16959,2.3728,1.57167,2.07648,0.00121592,0.00121592,0.00121592
101,754.953,1.47347,0.89439,1.27348,0.66387,0.46272,0.47539,0.19287,2.25461,1.47712,1.9317,0.001208,0.001208,0.001208
102,762.768,1.43957,0.88314,1.25561,0.6009,0.4646,0.46704,0.19446,2.25979,1.51911,1.95656,0.00120008,0.00120008,0.00120008
103,769.863,1.44845,0.90209,1.29714,0.55332,0.47429,0.46358,0.18975,2.30469,1.47903,1.99128,0.00119216,0.00119216,0.00119216
104,776.312,1.40127,0.92614,1.30747,0.55963,0.44,0.45044,0.17905,2.26433,1.58227,1.90972,0.00118424,0.00118424,0.00118424
105,783.646,1.42989,0.93304,1.2792,0.64046,0.39429,0.46957,0.18782,2.25888,1.55902,1.88964,0.00117632,0.00117632,0.00117632
106,791.569,1.40022,0.92733,1.27707,0.62256,0.40571,0.48321,0.1849,2.24442,1.53719,1.89075,0.0011684,0.0011684,0.0011684
107,798.405,1.38817,0.91624,1.29435,0.60081,0.42143,0.46239,0.16946,2.25287,1.64483,1.91187,0.00116048,0.00116048,0.00116048
108,805.228,1.48351,0.89547,1.28165,0.54187,0.44571,0.43827,0.16762,2.30614,1.59076,1.97268,0.00115256,0.00115256,0.00115256
109,812.168,1.33026,0.86072,1.23676,0.57839,0.42286,0.44778,0.17687,2.31918,1.54638,1.97485,0.00114464,0.00114464,0.00114464
110,821.033,1.42385,0.9293,1.31108,0.61391,0.43429,0.47037,0.18411,2.26703,1.57243,1.89246,0.00113672,0.00113672,0.00113672
111,828.333,1.49609,0.95323,1.35482,0.6381,0.39429,0.4429,0.18056,2.24677,1.60318,1.87942,0.0011288,0.0011288,0.0011288
112,834.903,1.2572,0.94643,1.26725,0.58098,0.41714,0.42577,0.15813,2.31853,1.65251,1.92751,0.00112088,0.00112088,0.00112088
113,843.464,1.3958,0.86542,1.28034,0.5176,0.46857,0.43678,0.15727,2.32626,1.60764,1.89774,0.00111296,0.00111296,0.00111296
114,850.275,1.40462,0.89249,1.22869,0.54012,0.49664,0.47983,0.18271,2.24629,1.52397,1.84739,0.00110504,0.00110504,0.00110504
115,856.843,1.30442,0.82758,1.23191,0.67785,0.42857,0.48505,0.18618,2.26436,1.56198,1.89212,0.00109712,0.00109712,0.00109712
116,864.542,1.30514,0.78564,1.20251,0.52743,0.50286,0.49953,0.17964,2.28335,1.57036,1.95706,0.0010892,0.0010892,0.0010892
117,871.542,1.36001,0.8607,1.22853,0.62441,0.47429,0.49795,0.19459,2.26678,1.58456,1.94502,0.00108128,0.00108128,0.00108128
118,878.959,1.35344,0.84503,1.22365,0.64166,0.47429,0.49091,0.2041,2.21611,1.61606,1.906,0.00107336,0.00107336,0.00107336
119,887.069,1.32722,1.17257,1.30043,0.57418,0.46857,0.45929,0.18575,2.29674,1.70416,1.96675,0.00106544,0.00106544,0.00106544
120,895.174,1.37931,0.88535,1.22324,0.49916,0.46286,0.44257,0.17123,2.29913,1.7324,1.97988,0.00105752,0.00105752,0.00105752
121,902.968,1.30017,0.82462,1.19622,0.65469,0.40571,0.43792,0.17059,2.31698,1.68774,1.96257,0.0010496,0.0010496,0.0010496
122,911.461,1.40805,0.84615,1.22328,0.63133,0.41099,0.44042,0.17182,2.27527,1.69761,1.94309,0.00104168,0.00104168,0.00104168
123,918.523,1.3621,0.81663,1.2255,0.58952,0.44,0.4365,0.17001,2.2722,1.6606,1.96261,0.00103376,0.00103376,0.00103376
124,925.298,1.32667,0.80739,1.19705,0.53874,0.50286,0.44818,0.16283,2.26046,1.60274,1.96034,0.00102584,0.00102584,0.00102584
125,931.681,1.29278,0.84471,1.2649,0.64607,0.45714,0.49158,0.18203,2.22371,1.56187,1.90329,0.00101792,0.00101792,0.00101792
126,938.844,1.32403,0.82449,1.25311,0.62757,0.49109,0.51905,0.20203,2.2053,1.54869,1.90184,0.00101,0.00101,0.00101
127,947.215,1.33491,0.82145,1.20933,0.70536,0.43429,0.49805,0.18277,2.30929,1.54167,1.98599,0.00100208,0.00100208,0.00100208
128,954.803,1.36319,0.85001,1.20977,0.55248,0.47429,0.45098,0.16666,2.31357,1.60161,1.95707,0.00099416,0.00099416,0.00099416
129,961.77,1.37284,0.87525,1.30252,0.45927,0.50857,0.44418,0.1671,2.28984,1.55115,1.91649,0.00098624,0.00098624,0.00098624
130,970.403,1.39205,0.80254,1.21862,0.58212,0.49354,0.49952,0.18809,2.27156,1.41682,1.90852,0.00097832,0.00097832,0.00097832
131,977.424,1.19883,0.78368,1.18906,0.70217,0.47429,0.52923,0.20834,2.27647,1.3285,1.90796,0.0009704,0.0009704,0.0009704
132,985.369,1.32611,0.8297,1.23934,0.65181,0.46286,0.52092,0.21455,2.26601,1.33024,1.90342,0.00096248,0.00096248,0.00096248
133,992.648,1.32307,0.79123,1.21799,0.60466,0.4807,0.49883,0.20926,2.25457,1.36347,1.88188,0.00095456,0.00095456,0.00095456
134,1001.35,1.3127,0.83947,1.24537,0.60125,0.50286,0.50379,0.1948,2.27905,1.40554,1.9157,0.00094664,0.00094664,0.00094664
135,1008.98,1.26876,0.7788,1.18289,0.60279,0.46286,0.48516,0.18262,2.28637,1.48916,1.91527,0.00093872,0.00093872,0.00093872
136,1015.88,1.22987,0.76022,1.20499,0.59568,0.40571,0.45142,0.17662,2.31348,1.53801,1.92115,0.0009308,0.0009308,0.0009308
137,1022.5,1.21659,0.75348,1.19106,0.71558,0.41714,0.50848,0.19647,2.27373,1.48434,1.90789,0.00092288,0.00092288,0.00092288
138,1029.33,1.36086,0.84887,1.22073,0.7553,0.45143,0.54356,0.21947,2.20831,1.37312,1.87761,0.00091496,0.00091496,0.00091496
139,1036.26,1.20074,0.73494,1.18031,0.68116,0.46857,0.53382,0.20995,2.24821,1.39056,1.91191,0.00090704,0.00090704,0.00090704
140,1042.96,1.23302,0.74259,1.18104,0.60204,0.48571,0.52435,0.19939,2.30842,1.5499,1.93218,0.00089912,0.00089912,0.00089912
141,1050.94,1.21131,0.75998,1.15554,0.50249,0.53675,0.47697,0.19154,2.24798,1.58551,1.90388,0.0008912,0.0008912,0.0008912
142,1057.83,1.24432,0.76134,1.18018,0.51737,0.49006,0.4633,0.19895,2.19844,1.59424,1.86896,0.00088328,0.00088328,0.00088328
143,1065.94,1.34072,0.82398,1.20427,0.53203,0.52,0.47576,0.19108,2.23195,1.55998,1.88134,0.00087536,0.00087536,0.00087536
144,1073.17,1.14409,0.73128,1.15594,0.60292,0.51429,0.47883,0.18712,2.31425,1.44534,1.97692,0.00086744,0.00086744,0.00086744
145,1080.41,1.18059,0.72669,1.14668,0.59393,0.54857,0.49973,0.19196,2.33354,1.45103,2.02119,0.00085952,0.00085952,0.00085952
146,1086.71,1.17493,0.73563,1.16413,0.60514,0.54286,0.5044,0.19438,2.26649,1.38424,1.98163,0.0008516,0.0008516,0.0008516
147,1093.38,1.19335,0.72447,1.15026,0.60106,0.55101,0.49579,0.19942,2.22604,1.36542,1.94526,0.00084368,0.00084368,0.00084368
148,1100.53,1.17629,0.73687,1.15956,0.62468,0.50857,0.49649,0.1959,2.20997,1.4305,1.91887,0.00083576,0.00083576,0.00083576
149,1108.19,1.22087,0.72381,1.19149,0.60373,0.46857,0.47491,0.18751,2.21321,1.48427,1.89547,0.00082784,0.00082784,0.00082784
150,1115.41,1.24858,0.75711,1.16078,0.56795,0.44571,0.45331,0.18662,2.18212,1.55274,1.86194,0.00081992,0.00081992,0.00081992
151,1122.38,1.20796,0.71934,1.1388,0.61933,0.48,0.49425,0.18949,2.18527,1.47992,1.85885,0.000812,0.000812,0.000812
152,1129.55,1.19047,0.74803,1.15198,0.60496,0.49714,0.51367,0.196,2.18182,1.46819,1.83582,0.00080408,0.00080408,0.00080408
153,1136.09,1.19661,0.80852,1.21195,0.64662,0.48571,0.51859,0.19529,2.28249,1.62714,1.88731,0.00079616,0.00079616,0.00079616
154,1145.16,1.2716,0.73983,1.16903,0.64067,0.42857,0.47785,0.19251,2.28229,1.73443,1.88402,0.00078824,0.00078824,0.00078824
155,1152.79,1.18562,0.71106,1.16722,0.57252,0.45714,0.48656,0.19564,2.20372,1.67674,1.87085,0.00078032,0.00078032,0.00078032
156,1159.76,1.196,0.72482,1.12651,0.54684,0.51028,0.50057,0.19922,2.15441,1.5314,1.85114,0.0007724,0.0007724,0.0007724
157,1167.58,1.2302,0.76316,1.19246,0.52911,0.50724,0.49221,0.20943,2.15614,1.46535,1.854,0.00076448,0.00076448,0.00076448
158,1175.04,1.18859,0.70285,1.13861,0.56201,0.57143,0.55806,0.23033,2.14193,1.33803,1.84616,0.00075656,0.00075656,0.00075656
159,1181.77,1.16943,0.69642,1.10978,0.66232,0.50436,0.57649,0.22798,2.18618,1.31131,1.88099,0.00074864,0.00074864,0.00074864
160,1189.51,1.31067,0.78167,1.21891,0.64976,0.53143,0.58897,0.22643,2.23847,1.29734,1.92646,0.00074072,0.00074072,0.00074072
161,1196.15,1.12724,0.68973,1.12543,0.57191,0.56571,0.53982,0.22635,2.23126,1.30146,1.92223,0.0007328,0.0007328,0.0007328
162,1202.31,1.15766,0.7327,1.14819,0.53947,0.52,0.51564,0.22063,2.22228,1.44846,1.91567,0.00072488,0.00072488,0.00072488
163,1209.53,1.27495,0.79442,1.15911,0.63673,0.47429,0.49957,0.20754,2.21613,1.51353,1.91905,0.00071696,0.00071696,0.00071696
164,1216.88,1.07797,0.68462,1.12501,0.68072,0.46296,0.5198,0.21022,2.17895,1.48002,1.89153,0.00070904,0.00070904,0.00070904
165,1224.97,1.06704,0.66318,1.12948,0.59647,0.55429,0.50765,0.19965,2.17118,1.55007,1.88508,0.00070112,0.00070112,0.00070112
166,1232.89,1.1714,0.69576,1.11122,0.61736,0.51631,0.4961,0.19109,2.2134,1.5758,1.92896,0.0006932,0.0006932,0.0006932
167,1240.44,1.09956,0.68156,1.09534,0.61592,0.504,0.50433,0.17877,2.3252,1.55967,2.00725,0.00068528,0.00068528,0.00068528
168,1247.9,1.17477,0.73111,1.13168,0.56786,0.54286,0.50803,0.18805,2.32302,1.49913,2.0131,0.00067736,0.00067736,0.00067736
169,1255.5,1.15361,0.70037,1.12745,0.55679,0.56571,0.53159,0.20672,2.21624,1.43275,1.95582,0.00066944,0.00066944,0.00066944
170,1262.83,1.04358,0.62802,1.07696,0.59058,0.56571,0.54472,0.22608,2.15373,1.41818,1.93955,0.00066152,0.00066152,0.00066152
171,1269.91,1.1609,0.73935,1.13072,0.70587,0.4937,0.54539,0.22386,2.16413,1.4276,1.94311,0.0006536,0.0006536,0.0006536
172,1276.7,1.07713,0.65527,1.10711,0.62549,0.52571,0.55285,0.23728,2.14924,1.44618,1.88659,0.00064568,0.00064568,0.00064568
173,1283.4,1.07147,0.65227,1.07519,0.67645,0.50857,0.56091,0.24257,2.15354,1.44101,1.86871,0.00063776,0.00063776,0.00063776
174,1290.75,1.14148,0.68625,1.12186,0.65107,0.48,0.53817,0.24018,2.13951,1.48426,1.8483,0.00062984,0.00062984,0.00062984
175,1298.13,1.14206,0.66355,1.15914,0.63587,0.50857,0.52739,0.23532,2.15337,1.54653,1.84501,0.00062192,0.00062192,0.00062192
176,1306.3,1.07097,0.63927,1.07895,0.58788,0.50857,0.53208,0.22668,2.15977,1.49681,1.86368,0.000614,0.000614,0.000614
177,1313.8,1.13836,0.7205,1.10507,0.54837,0.52,0.51705,0.21692,2.18581,1.43056,1.88224,0.00060608,0.00060608,0.00060608
178,1321.36,1.12448,0.69704,1.13283,0.58175,0.54286,0.52635,0.20995,2.21356,1.38203,1.92572,0.00059816,0.00059816,0.00059816
179,1327.99,1.13575,0.69146,1.13752,0.63845,0.53143,0.54903,0.22595,2.16569,1.32341,1.90749,0.00059024,0.00059024,0.00059024
180,1336.06,1.0226,0.63633,1.1014,0.66049,0.54473,0.5816,0.25111,2.12967,1.29282,1.88681,0.00058232,0.00058232,0.00058232
181,1343.18,0.97971,0.62621,1.06956,0.61952,0.59429,0.60141,0.25988,2.12077,1.36165,1.88239,0.0005744,0.0005744,0.0005744
182,1350.09,1.03392,0.63928,1.08922,0.61362,0.58988,0.58536,0.24551,2.14794,1.4015,1.89888,0.00056648,0.00056648,0.00056648
183,1357.56,1.09803,0.70369,1.09981,0.61296,0.56571,0.57188,0.24507,2.1292,1.37239,1.8822,0.00055856,0.00055856,0.00055856
184,1365.48,1.06437,0.65425,1.10133,0.60366,0.57143,0.56354,0.25278,2.12687,1.37919,1.86775,0.00055064,0.00055064,0.00055064
185,1373.29,1.08098,0.66176,1.10369,0.58999,0.56571,0.55606,0.24075,2.17024,1.39258,1.89849,0.00054272,0.00054272,0.00054272
