epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,1380.58,1.13671,0.66844,1.10844,0.59975,0.55429,0.56696,0.24557,2.16354,1.34164,1.87547,0.0005348,0.0005348,0.0005348
187,1388.1,1.1134,0.68229,1.13807,0.70899,0.48571,0.57081,0.24459,2.18152,1.32605,1.89125,0.00052688,0.00052688,0.00052688
188,1396.94,1.08286,0.72734,1.10802,0.60892,0.54857,0.57552,0.24123,2.17763,1.33848,1.8824,0.00051896,0.00051896,0.00051896
189,1404.3,1.01524,0.62194,1.0603,0.62849,0.56571,0.58263,0.24591,2.15491,1.38887,1.86218,0.00051104,0.00051104,0.00051104
190,1411.41,1.03072,0.64929,1.08898,0.61632,0.56911,0.58862,0.24452,2.15391,1.35995,1.86189,0.00050312,0.00050312,0.00050312
191,1418.41,1.00793,0.62022,1.0421,0.67523,0.54652,0.58909,0.24058,2.17644,1.34255,1.90853,0.0004952,0.0004952,0.0004952
192,1426.7,1.18592,0.76635,1.20512,0.65002,0.53714,0.5979,0.23556,2.22418,1.34109,1.95182,0.00048728,0.00048728,0.00048728
193,1433.34,1.04867,0.63053,1.10408,0.59832,0.57714,0.58256,0.23088,2.22246,1.35765,1.9326,0.00047936,0.00047936,0.00047936
194,1440.02,1.16913,0.66491,1.12999,0.64617,0.54286,0.58378,0.23903,2.20825,1.37982,1.92589,0.00047144,0.00047144,0.00047144
195,1448.09,1.04704,0.63143,1.08636,0.64063,0.52571,0.58716,0.24374,2.16704,1.35442,1.89215,0.00046352,0.00046352,0.00046352
196,1455.32,0.97641,0.59504,1.061,0.59001,0.55429,0.57529,0.24014,2.16579,1.329,1.90586,0.0004556,0.0004556,0.0004556
197,1463.1,1.05475,0.65128,1.1213,0.6314,0.53838,0.57488,0.24593,2.15555,1.36403,1.88762,0.00044768,0.00044768,0.00044768
198,1470.15,1.09154,0.67741,1.10473,0.66505,0.52,0.58729,0.25434,2.1311,1.40539,1.85633,0.00043976,0.00043976,0.00043976
199,1477.89,0.93079,0.60165,1.05749,0.62293,0.5381,0.58804,0.2514,2.14473,1.40497,1.86958,0.00043184,0.00043184,0.00043184
200,1485.23,0.98862,0.61311,1.06867,0.71708,0.49243,0.5853,0.24857,2.13652,1.39353,1.8773,0.00042392,0.00042392,0.00042392
201,1493.38,0.94845,0.58317,1.02466,0.73806,0.48571,0.57766,0.24293,2.14979,1.3729,1.9043,0.000416,0.000416,0.000416
202,1501.72,1.01861,0.63311,1.09732,0.71935,0.50286,0.57608,0.23723,2.16896,1.40267,1.92391,0.00040808,0.00040808,0.00040808
203,1509.04,0.93378,0.60354,1.05177,0.69831,0.51429,0.56578,0.23756,2.16816,1.4474,1.91044,0.00040016,0.00040016,0.00040016
204,1516.69,0.97063,0.59689,1.03061,0.66462,0.5209,0.57337,0.23974,2.12161,1.43721,1.87766,0.00039224,0.00039224,0.00039224
205,1524.48,1.02797,0.64983,1.0457,0.72305,0.49714,0.56948,0.23807,2.11037,1.41392,1.88698,0.00038432,0.00038432,0.00038432
206,1531.34,1.01761,0.60837,1.05021,0.65944,0.49793,0.5664,0.23661,2.13596,1.37759,1.91312,0.0003764,0.0003764,0.0003764
207,1538.19,0.99364,0.61664,1.06656,0.6747,0.49714,0.5733,0.23583,2.14913,1.36942,1.92082,0.00036848,0.00036848,0.00036848
208,1545.79,0.95556,0.58197,1.04933,0.60803,0.58286,0.58869,0.23829,2.1377,1.36224,1.9092,0.00036056,0.00036056,0.00036056
209,1553.33,0.89877,0.61103,1.05183,0.62076,0.56,0.58808,0.24251,2.12237,1.36605,1.90244,0.00035264,0.00035264,0.00035264
210,1560.9,1.01659,0.6183,1.08709,0.69924,0.52571,0.59738,0.2492,2.1307,1.38148,1.92091,0.00034472,0.00034472,0.00034472
211,1569.34,0.94497,0.58921,1.02733,0.70824,0.51429,0.59724,0.24288,2.14219,1.40006,1.93199,0.0003368,0.0003368,0.0003368
212,1576.01,0.99148,0.61342,1.08295,0.71928,0.54286,0.60831,0.24533,2.11938,1.39987,1.91316,0.00032888,0.00032888,0.00032888
213,1584.68,0.91596,0.57981,1.03241,0.71365,0.53143,0.60828,0.24391,2.12019,1.36374,1.91573,0.00032096,0.00032096,0.00032096
214,1592.16,0.98765,0.6215,1.05465,0.68585,0.54892,0.60806,0.24575,2.12051,1.32743,1.91302,0.00031304,0.00031304,0.00031304
215,1599.49,0.98347,0.60542,1.06422,0.6596,0.57143,0.61452,0.25218,2.10086,1.30096,1.91028,0.00030512,0.00030512,0.00030512
216,1607.27,0.97062,0.61674,1.07954,0.65806,0.57143,0.61259,0.25977,2.08934,1.32797,1.9097,0.0002972,0.0002972,0.0002972
217,1614.65,0.94178,0.6159,1.02574,0.64491,0.5708,0.61475,0.25752,2.08269,1.34606,1.89891,0.00028928,0.00028928,0.00028928
218,1621.99,0.90836,0.58629,1.06028,0.58714,0.61143,0.61538,0.2481,2.08638,1.38184,1.88972,0.00028136,0.00028136,0.00028136
219,1629.42,0.93208,0.56782,1.0522,0.60509,0.58857,0.5996,0.24211,2.11036,1.44958,1.89716,0.00027344,0.00027344,0.00027344
220,1638.29,0.94135,0.59071,1.0181,0.61001,0.54286,0.5814,0.24022,2.13095,1.4884,1.90166,0.00026552,0.00026552,0.00026552
221,1645.87,0.88592,0.57729,1.02285,0.56702,0.56571,0.58113,0.23776,2.14699,1.48936,1.91367,0.0002576,0.0002576,0.0002576
222,1653.73,0.89808,0.5604,0.99507,0.6508,0.53249,0.57603,0.23732,2.16082,1.48072,1.92344,0.00024968,0.00024968,0.00024968
223,1660.84,0.90161,0.56883,1.05301,0.66895,0.53714,0.57567,0.24015,2.15463,1.46225,1.92105,0.00024176,0.00024176,0.00024176
224,1669.41,0.95978,0.59905,1.0204,0.66835,0.54286,0.57613,0.24027,2.16418,1.44328,1.92988,0.00023384,0.00023384,0.00023384
225,1677.33,0.94125,0.58776,1.02114,0.68741,0.52,0.58147,0.24065,2.17511,1.43313,1.94039,0.00022592,0.00022592,0.00022592
226,1685.03,0.99436,0.63613,1.14677,0.67899,0.51429,0.58049,0.23804,2.17002,1.40365,1.94238,0.000218,0.000218,0.000218
227,1692.13,0.88496,0.5745,1.02634,0.60366,0.58857,0.59283,0.23864,2.18393,1.40332,1.94728,0.00021008,0.00021008,0.00021008
228,1699.39,0.86258,0.54845,1.00954,0.61701,0.57997,0.58991,0.23751,2.19142,1.40343,1.95507,0.00020216,0.00020216,0.00020216
229,1706.87,1.00637,0.61978,1.06073,0.63863,0.58286,0.59803,0.24183,2.1867,1.38049,1.95862,0.00019424,0.00019424,0.00019424
230,1715.29,1.00438,0.61148,1.07895,0.6588,0.5627,0.59396,0.24438,2.17132,1.35795,1.95527,0.00018632,0.00018632,0.00018632
231,1722.54,0.88283,0.55,1.0046,0.64955,0.54857,0.59651,0.24663,2.13893,1.35341,1.93782,0.0001784,0.0001784,0.0001784
232,1729.78,0.83099,0.54158,0.99103,0.66488,0.55552,0.59494,0.24647,2.11856,1.35404,1.92304,0.00017048,0.00017048,0.00017048
233,1737.51,0.86933,0.56953,1.0117,0.63457,0.56571,0.59085,0.24668,2.10886,1.35846,1.91936,0.00016256,0.00016256,0.00016256
234,1745.39,0.91297,0.55556,1.00977,0.619,0.56571,0.59305,0.24704,2.1214,1.37839,1.928,0.00015464,0.00015464,0.00015464
235,1752.85,0.82761,0.56425,1.01675,0.61006,0.57215,0.59751,0.24814,2.12696,1.37973,1.93403,0.00014672,0.00014672,0.00014672
236,1760.32,0.88053,0.54922,1.0026,0.61395,0.57143,0.58494,0.24488,2.14753,1.38378,1.94639,0.0001388,0.0001388,0.0001388
237,1767.82,0.90761,0.5817,1.01252,0.61581,0.57714,0.59366,0.24455,2.17765,1.40934,1.96192,0.00013088,0.00013088,0.00013088
238,1775.71,0.82433,0.54997,1.00739,0.6343,0.56571,0.59245,0.24039,2.17835,1.4078,1.95583,0.00012296,0.00012296,0.00012296
239,1785.2,0.94943,0.57959,1.03092,0.62832,0.54857,0.59001,0.24165,2.18747,1.41498,1.96577,0.00011504,0.00011504,0.00011504
240,1792.07,0.85566,0.58825,1.05928,0.61815,0.55504,0.58614,0.23688,2.18412,1.40932,1.96285,0.00010712,0.00010712,0.00010712
241,1817.53,0.82118,0.51473,0.97775,0.61188,0.53714,0.56943,0.23835,2.18742,1.41061,1.97257,9.92e-05,9.92e-05,9.92e-05
242,1824.59,0.81776,0.54951,0.94738,0.6291,0.52,0.57197,0.2378,2.19133,1.42896,1.9815,9.128e-05,9.128e-05,9.128e-05
243,1831.17,0.90958,0.56094,1.03039,0.64756,0.51429,0.57042,0.24023,2.19108,1.44675,1.98205,8.336e-05,8.336e-05,8.336e-05
244,1837.26,0.81404,0.49914,0.97179,0.63807,0.52571,0.56434,0.24183,2.17836,1.44672,1.98061,7.544e-05,7.544e-05,7.544e-05
245,1843.43,0.85765,0.51256,0.98098,0.63047,0.52571,0.55817,0.24043,2.1726,1.43491,1.99031,6.752e-05,6.752e-05,6.752e-05
246,1849.31,0.88133,0.57274,1.05437,0.62317,0.52571,0.55514,0.23966,2.16113,1.42617,1.9882,5.96e-05,5.96e-05,5.96e-05
247,1855.23,0.81045,0.50912,0.98339,0.63587,0.49895,0.55906,0.24059,2.15655,1.42068,1.98526,5.168e-05,5.168e-05,5.168e-05
248,1861.39,0.94235,0.56704,1.0534,0.60888,0.52,0.55824,0.2406,2.15469,1.42233,1.9808,4.376e-05,4.376e-05,4.376e-05
249,1867.64,0.79736,0.48933,0.9474,0.63272,0.51191,0.56023,0.24091,2.14949,1.41155,1.97352,3.584e-05,3.584e-05,3.584e-05
250,1873.7,0.83397,0.51687,0.99187,0.64385,0.50857,0.56392,0.24041,2.13837,1.4057,1.95997,2.792e-05,2.792e-05,2.792e-05
