epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,105.116,0.45553,0.83325,1.06303,0.70765,0.73485,0.79265,0.5635,1.2597,1.50468,2.10752,0.0001783,0.0001783,0.0001783
85,106.3,0.42278,0.80844,1.08147,0.70765,0.73485,0.79265,0.5635,1.2597,1.50468,2.10752,0.0001684,0.0001684,0.0001684
86,107.51,0.4384,0.79109,1.07811,0.70382,0.71994,0.79896,0.56275,1.24604,1.50111,2.07016,0.0001585,0.0001585,0.0001585
87,108.736,0.39355,0.72221,1.06093,0.70311,0.71303,0.79977,0.56593,1.22709,1.5332,2.01993,0.0001486,0.0001486,0.0001486
88,109.941,0.46887,0.80803,1.07127,0.7092,0.6745,0.79497,0.56683,1.2101,1.5978,1.97717,0.0001387,0.0001387,0.0001387
89,111.094,0.36679,0.75046,1.01374,0.7092,0.6745,0.79497,0.56683,1.2101,1.5978,1.97717,0.0001288,0.0001288,0.0001288
90,112.371,0.40026,0.71087,1.0456,0.76119,0.64255,0.77877,0.55287,1.20244,1.66889,1.9583,0.0001189,0.0001189,0.0001189
91,132.847,0.46185,1.34143,1.15674,0.76933,0.63858,0.77377,0.54254,1.21237,1.68807,1.9436,0.000109,0.000109,0.000109
92,134.141,0.36374,1.14592,1.01402,0.77049,0.6315,0.77905,0.55081,1.2348,1.6991,1.97096,9.91e-05,9.91e-05,9.91e-05
93,135.304,0.48498,1.22852,1.13857,0.77049,0.6315,0.77905,0.55081,1.2348,1.6991,1.97096,8.92e-05,8.92e-05,8.92e-05
94,136.512,0.34899,1.1076,1.01619,0.81298,0.62624,0.78025,0.53813,1.25332,1.69053,2.00158,7.93e-05,7.93e-05,7.93e-05
95,137.71,0.42196,1.11138,1.04084,0.60703,0.76175,0.78082,0.54541,1.29345,1.67084,2.06703,6.94e-05,6.94e-05,6.94e-05
96,138.911,0.3589,1.05817,0.99482,0.62755,0.78768,0.8237,0.5626,1.31077,1.6324,2.11978,5.95e-05,5.95e-05,5.95e-05
97,140.046,0.33611,1.05867,0.92525,0.62755,0.78768,0.8237,0.5626,1.31077,1.6324,2.11978,4.96e-05,4.96e-05,4.96e-05
98,141.243,0.35093,1.09226,1.00876,0.64315,0.79032,0.81425,0.54081,1.31702,1.63428,2.149,3.97e-05,3.97e-05,3.97e-05
99,142.44,0.36471,1.17399,1.04346,0.63976,0.79402,0.81847,0.54529,1.31162,1.61513,2.14561,2.98e-05,2.98e-05,2.98e-05
100,143.612,0.30442,1.08624,0.93981,0.6395,0.77989,0.80696,0.53766,1.29778,1.61527,2.14183,1.99e-05,1.99e-05,1.99e-05
