epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,18.6607,1.75775,2.34108,1.59617,0.001,0.1875,0.00065,0.00016,3.22676,4.36105,3.02489,0.000539806,0.000539806,0.000539806
16,19.7987,1.60152,2.18534,1.42371,0.00067,0.125,0.0004,0.00012,3.48443,4.34237,3.11637,0.000573965,0.000573965,0.000573965
17,20.9686,1.66974,2.35019,1.4766,0.00067,0.125,0.00039,0.0001,3.61154,4.64356,3.35215,0.000607728,0.000607728,0.000607728
18,22.098,1.75464,2.52303,1.52568,0.00067,0.125,0.00038,0.00013,3.83966,4.75185,3.52683,0.000641095,0.000641095,0.000641095
19,23.272,1.74861,2.25185,1.58654,0.00167,0.3125,0.0663,0.0132,3.70472,4.54905,3.37361,0.000674066,0.000674066,0.000674066
20,24.4059,1.74744,2.37631,1.48779,0.00333,0.625,0.12775,0.05357,3.04762,3.99493,2.67663,0.000706641,0.000706641,0.000706641
21,25.5286,1.52521,2.07907,1.44108,0.00436,0.625,0.21225,0.07924,2.57823,3.70662,2.46164,0.00073882,0.00073882,0.00073882
22,26.6482,1.80648,2.34108,1.61309,0.00333,0.625,0.20937,0.08758,2.60035,3.6759,2.43359,0.000770603,0.000770603,0.000770603
23,27.7889,1.72358,2.7074,1.67624,0.004,0.75,0.07044,0.02011,2.62351,3.79209,2.35129,0.00080199,0.00080199,0.00080199
24,28.9413,1.67953,2.46165,1.57755,0.25889,0.0625,0.09117,0.03235,2.56357,3.88587,2.62647,0.000832981,0.000832981,0.000832981
25,30.0677,1.79622,2.41583,1.68226,0.60952,0.10357,0.12206,0.03529,2.75971,3.81153,2.69662,0.000863576,0.000863576,0.000863576
26,31.1651,1.65744,2.42471,1.62109,0.74815,0.0625,0.09475,0.02632,2.75953,3.70444,2.6876,0.000893775,0.000893775,0.000893775
27,32.3136,1.81152,2.4295,1.71781,0.81675,0.0625,0.10855,0.02735,2.83141,3.62139,2.84725,0.000923578,0.000923578,0.000923578
28,33.4501,1.706,2.03135,1.60094,0.21223,0.0625,0.10823,0.02045,2.6916,3.84206,2.54911,0.000952985,0.000952985,0.000952985
29,34.6167,1.64102,2.00853,1.52683,0.20874,0.0625,0.03525,0.01177,2.65625,3.94078,2.44282,0.000981996,0.000981996,0.000981996
30,35.7105,1.74779,2.23639,1.56331,0.08434,0.0625,0.02769,0.00624,3.06939,3.86526,2.67848,0.00101061,0.00101061,0.00101061
31,36.8014,1.68342,2.08124,1.61051,0.05912,0.1875,0.03393,0.01119,2.82428,3.76114,2.50567,0.00103883,0.00103883,0.00103883
32,37.876,1.55479,2.08614,1.45211,0.25283,0.125,0.06825,0.02344,2.50419,3.75784,2.23888,0.00106665,0.00106665,0.00106665
33,38.9769,1.56254,2.00513,1.5345,0.23234,0.1875,0.09006,0.03104,2.62858,3.68702,2.33388,0.00109408,0.00109408,0.00109408
34,40.0833,1.52031,2.17928,1.50804,0.09987,0.25,0.06993,0.01693,2.93044,3.95779,2.84309,0.00112111,0.00112111,0.00112111
35,41.1557,1.61317,2.14343,1.64453,0.22213,0.125,0.06737,0.01652,2.95499,3.77227,2.8367,0.00114775,0.00114775,0.00114775
36,42.2746,1.63247,1.96115,1.59339,0.17246,0.1875,0.11306,0.02433,2.85948,3.41755,2.55266,0.00117399,0.00117399,0.00117399
37,43.3771,1.46641,1.85173,1.44935,0.13583,0.1875,0.05331,0.01831,2.86693,3.19276,2.61919,0.00119983,0.00119983,0.00119983
38,44.4979,1.48162,2.40317,1.56084,0.16602,0.1875,0.10503,0.02048,3.01838,3.14116,2.91185,0.00122528,0.00122528,0.00122528
39,45.5933,1.53366,1.96726,1.52278,0.14936,0.1875,0.12627,0.02819,3.055,3.22294,2.92658,0.00125033,0.00125033,0.00125033
40,46.7139,1.64223,2.09585,1.59138,0.1669,0.125,0.04961,0.01389,2.98212,3.3684,2.92539,0.00127498,0.00127498,0.00127498
41,47.8002,1.65128,1.79097,1.45814,0.05706,0.125,0.01925,0.00619,3.31405,3.92005,3.4453,0.00129924,0.00129924,0.00129924
42,48.8911,1.6341,1.93403,1.53949,0.07573,0.125,0.01839,0.00496,3.29008,4.09639,3.41556,0.0013231,0.0013231,0.0013231
43,50.0054,1.54832,1.86412,1.4628,0.21542,0.1875,0.12513,0.02583,3.06011,4.29563,2.98521,0.00134657,0.00134657,0.00134657
44,51.105,1.68407,2.2882,1.64348,0.14549,0.125,0.09419,0.02536,3.05275,4.11447,2.87043,0.00136964,0.00136964,0.00136964
45,52.2155,1.68182,1.92035,1.55527,0.12343,0.1875,0.04637,0.01192,3.11768,5.0062,3.05865,0.00139232,0.00139232,0.00139232
46,53.3031,1.38467,1.83787,1.3754,0.02588,0.25,0.01313,0.0029,3.23075,7.75602,3.56826,0.0014146,0.0014146,0.0014146
47,54.4559,1.58868,1.8366,1.49253,0.02885,0.375,0.01752,0.00444,3.08278,9.5095,3.54057,0.00143648,0.00143648,0.00143648
48,55.5738,1.45613,1.72663,1.35635,0.12717,0.125,0.03731,0.00718,3.08588,9.09965,3.5354,0.00145797,0.00145797,0.00145797
49,56.6588,1.47224,1.84185,1.46818,0.11699,0.1875,0.05494,0.00859,3.06444,6.20778,3.53888,0.00147906,0.00147906,0.00147906
50,57.765,1.5636,1.60158,1.48271,0.0715,0.0625,0.01199,0.00403,2.76124,5.08428,2.78547,0.00149975,0.00149975,0.00149975
51,58.9197,1.39949,1.55545,1.4137,0.01455,0.125,0.00762,0.00156,3.06373,4.45633,2.83944,0.001505,0.001505,0.001505
52,60.0144,1.54334,1.76639,1.47383,0.09935,0.0625,0.01653,0.00519,3.068,3.95797,2.83658,0.0014951,0.0014951,0.0014951
53,61.116,1.56987,1.90349,1.64685,0.003,0.5625,0.00613,0.00188,3.1596,4.07164,2.86774,0.0014852,0.0014852,0.0014852
54,62.2185,1.6336,1.94273,1.68017,0.003,0.5625,0.00834,0.00165,3.26723,3.9676,3.05892,0.0014753,0.0014753,0.0014753
55,63.323,1.5188,1.70511,1.47084,0.01046,0.375,0.00866,0.00196,3.25496,4.18281,2.82239,0.0014654,0.0014654,0.0014654
56,64.4325,1.54357,1.68881,1.4218,0.05718,0.125,0.02114,0.005,3.4464,3.80728,2.91787,0.0014555,0.0014555,0.0014555
57,65.5588,1.43877,1.57417,1.41961,0.02491,0.1875,0.01147,0.00304,3.41325,3.88032,3.07887,0.0014456,0.0014456,0.0014456
58,66.7046,1.63723,1.75791,1.46002,0.1156,0.0625,0.02499,0.0046,3.37719,4.00756,3.11208,0.0014357,0.0014357,0.0014357
59,67.8332,1.36488,1.69253,1.47666,0.00816,0.125,0.00444,0.0012,3.25395,3.93916,2.95786,0.0014258,0.0014258,0.0014258
60,68.9847,1.52218,1.586,1.42478,0.02656,0.0625,0.01359,0.00301,3.20679,3.91134,2.88552,0.0014159,0.0014159,0.0014159
61,70.1065,1.52512,1.6282,1.46679,0.1617,0.0625,0.02985,0.0081,3.23605,3.74369,2.82463,0.001406,0.001406,0.001406
62,71.1804,1.49901,1.57084,1.42393,0.00483,0.4375,0.00716,0.0015,3.30296,3.72947,2.89023,0.0013961,0.0013961,0.0013961
63,72.2748,1.48957,1.59022,1.39633,0.003,0.5625,0.00558,0.00089,3.3447,3.88606,3.12125,0.0013862,0.0013862,0.0013862
64,73.4432,1.61166,1.65348,1.50017,0.00267,0.5,0.00278,0.00077,3.36229,3.86018,3.16208,0.0013763,0.0013763,0.0013763
65,74.6256,1.52671,1.48165,1.46495,0.00334,0.625,0.00383,0.001,3.38046,3.70547,3.26443,0.0013664,0.0013664,0.0013664
66,75.7418,1.34839,1.52065,1.4366,0.01548,0.0625,0.00873,0.00243,3.45673,3.81779,3.1961,0.0013565,0.0013565,0.0013565
67,76.9029,1.35594,1.35662,1.30899,0.06955,0.0625,0.01053,0.00372,3.24192,3.88673,3.02612,0.0013466,0.0013466,0.0013466
68,78.028,1.51507,1.49557,1.40577,0.05093,0.125,0.01916,0.00513,2.94516,3.96354,2.66729,0.0013367,0.0013367,0.0013367
69,79.1965,1.28264,1.43136,1.33515,0.10648,0.125,0.0376,0.01074,2.92021,3.51646,2.72578,0.0013268,0.0013268,0.0013268
70,80.3164,1.42213,1.44633,1.40789,0.12717,0.125,0.08572,0.02835,2.57291,3.20022,2.50958,0.0013169,0.0013169,0.0013169
71,81.3947,1.48158,1.79766,1.5343,0.17896,0.1875,0.09,0.0292,2.5822,2.82631,2.45566,0.001307,0.001307,0.001307
72,82.4888,1.30069,1.25812,1.29916,0.13345,0.21234,0.09538,0.02862,2.5645,2.83198,2.69162,0.0012971,0.0012971,0.0012971
73,83.6169,1.31788,1.34296,1.36712,0.33211,0.1875,0.15467,0.03928,2.61783,2.68595,2.76612,0.0012872,0.0012872,0.0012872
74,84.7254,1.38304,1.38719,1.34161,0.2033,0.4375,0.1677,0.05441,2.76508,2.65999,2.79453,0.0012773,0.0012773,0.0012773
75,85.8502,1.39328,1.3761,1.36546,0.34302,0.375,0.21637,0.05632,2.70093,2.42112,2.84465,0.0012674,0.0012674,0.0012674
76,86.9433,1.24722,1.44342,1.42215,0.74815,0.37175,0.40477,0.07576,2.7603,2.42067,2.92924,0.0012575,0.0012575,0.0012575
77,88.0231,1.35592,1.27417,1.31832,0.51602,0.5625,0.45186,0.08706,2.64752,2.68832,2.77387,0.0012476,0.0012476,0.0012476
78,89.1298,1.34327,1.4018,1.37681,0.40688,0.5,0.31655,0.06448,2.65344,2.78747,2.86658,0.0012377,0.0012377,0.0012377
79,90.2377,1.42204,1.33863,1.34825,0.46757,0.4375,0.37949,0.09183,2.5473,2.69157,2.72473,0.0012278,0.0012278,0.0012278
80,91.3202,1.33998,1.28131,1.34284,0.5957,0.3125,0.34081,0.07024,2.71378,2.76427,2.70251,0.0012179,0.0012179,0.0012179
81,92.4356,1.23441,1.23679,1.26629,0.62199,0.3125,0.35884,0.08051,2.7088,2.79001,2.62511,0.001208,0.001208,0.001208
82,93.5451,1.27315,1.18279,1.27376,0.52533,0.3125,0.29254,0.06379,2.81755,3.00467,2.77345,0.0011981,0.0011981,0.0011981
83,94.617,1.5219,1.72827,1.63247,0.47203,0.375,0.31277,0.07853,2.86772,3.00524,2.8926,0.0011882,0.0011882,0.0011882
84,95.6761,1.32721,1.2121,1.30528,0.55812,0.3125,0.29802,0.04748,3.08629,3.19714,3.2679,0.0011783,0.0011783,0.0011783
85,96.8346,1.20256,1.08252,1.23674,0.27677,0.1875,0.12333,0.02925,3.23642,3.20359,3.59758,0.0011684,0.0011684,0.0011684
86,97.9493,1.31975,1.24151,1.31853,0.2824,0.25,0.14443,0.03143,3.31693,3.19988,3.80494,0.0011585,0.0011585,0.0011585
87,99.0491,1.22206,1.15389,1.29101,0.5775,0.375,0.25866,0.03797,3.18514,2.98656,3.58482,0.0011486,0.0011486,0.0011486
88,100.156,1.28072,1.15891,1.33882,0.68057,0.4375,0.38277,0.07998,3.01351,2.48764,3.33944,0.0011387,0.0011387,0.0011387
89,101.266,1.30966,1.18592,1.33765,0.56904,0.4375,0.32268,0.07852,2.9025,2.4251,3.13807,0.0011288,0.0011288,0.0011288
90,102.376,1.27805,1.22057,1.30977,0.51969,0.4375,0.43448,0.08163,2.90242,2.70798,3.22151,0.0011189,0.0011189,0.0011189
91,103.497,1.17514,1.30536,1.34714,0.45217,0.5,0.37414,0.07539,3.02613,2.8921,3.26239,0.001109,0.001109,0.001109
92,104.587,1.2008,1.14177,1.29302,0.25408,0.4375,0.23084,0.03336,3.24621,3.04865,3.41128,0.0010991,0.0010991,0.0010991
93,105.707,1.07887,1.05391,1.24765,0.38233,0.38745,0.30182,0.04327,3.17251,3.11617,3.35495,0.0010892,0.0010892,0.0010892
94,106.78,1.24633,1.15211,1.37448,0.44426,0.25,0.15883,0.02848,3.0828,2.93971,3.09218,0.0010793,0.0010793,0.0010793
95,107.856,1.09652,1.10678,1.24037,0.489,0.25,0.17379,0.03507,2.91488,2.9033,2.95729,0.0010694,0.0010694,0.0010694
96,108.939,1.11129,1.27306,1.25413,0.58004,0.375,0.30882,0.04438,2.896,2.77877,3.036,0.0010595,0.0010595,0.0010595
97,110.013,1.14062,1.02669,1.20462,0.42852,0.42253,0.34073,0.05246,2.91087,2.73279,3.14285,0.0010496,0.0010496,0.0010496
98,111.122,0.99814,1.07619,1.20522,0.4202,0.4375,0.36596,0.05734,2.90091,2.61281,3.11829,0.0010397,0.0010397,0.0010397
99,112.192,1.22749,1.0658,1.27307,0.47334,0.3125,0.32713,0.08273,2.88091,2.66214,3.06005,0.0010298,0.0010298,0.0010298
100,113.299,1.06536,1.069,1.24421,0.92614,0.1875,0.2695,0.0696,2.828,2.58664,2.81492,0.0010199,0.0010199,0.0010199
101,114.38,1.0569,1.12774,1.27366,0.46188,0.25,0.27868,0.0627,2.83808,2.57787,2.84298,0.00101,0.00101,0.00101
102,115.497,1.06516,1.02921,1.18363,0.42653,0.37209,0.24844,0.0667,2.77404,2.64942,2.8102,0.0010001,0.0010001,0.0010001
103,116.567,1.11862,0.98889,1.22318,0.27885,0.375,0.21264,0.04645,2.93848,2.81434,2.96073,0.0009902,0.0009902,0.0009902
104,117.73,0.95267,0.93325,1.05211,0.29642,0.29058,0.21936,0.03981,2.98081,3.1207,2.99839,0.0009803,0.0009803,0.0009803
105,118.814,0.99328,0.87069,1.07529,0.24332,0.375,0.19297,0.06492,2.94093,3.08555,3.06007,0.0009704,0.0009704,0.0009704
106,119.902,1.22943,1.04904,1.22152,0.39787,0.375,0.26522,0.08029,2.92554,2.76391,3.04536,0.0009605,0.0009605,0.0009605
107,121.031,1.07726,1.05562,1.17522,0.87776,0.3125,0.43595,0.13094,2.78025,2.57054,2.80099,0.0009506,0.0009506,0.0009506
108,122.12,1.04733,0.96547,1.1689,0.96128,0.3125,0.41547,0.12281,2.87535,2.62019,2.80105,0.0009407,0.0009407,0.0009407
109,123.199,1.0509,0.98497,1.13801,0.55804,0.4375,0.42339,0.10127,2.87454,2.63412,2.72881,0.0009308,0.0009308,0.0009308
110,124.314,1.0427,0.94009,1.16632,0.84799,0.35099,0.41839,0.08704,2.86268,2.57758,2.68074,0.0009209,0.0009209,0.0009209
111,125.433,1.24097,1.19456,1.30386,0.78373,0.3125,0.36389,0.09105,2.90751,2.48672,2.80617,0.000911,0.000911,0.000911
112,126.546,1.13018,0.93235,1.17862,0.55364,0.25,0.27215,0.0689,2.9176,2.4204,2.8105,0.0009011,0.0009011,0.0009011
113,127.635,1.23529,1.071,1.27693,0.49566,0.25,0.2713,0.06548,2.94781,2.42694,2.8376,0.0008912,0.0008912,0.0008912
114,128.719,0.91668,0.88616,1.08531,0.61232,0.3125,0.33699,0.06673,2.91479,2.49329,2.72092,0.0008813,0.0008813,0.0008813
115,129.777,1.05982,0.97651,1.1343,0.89702,0.25,0.34161,0.0788,2.91868,2.67925,2.69021,0.0008714,0.0008714,0.0008714
116,130.872,1.0527,1.07775,1.20118,0.56354,0.3125,0.34657,0.07368,2.89406,2.74037,2.71697,0.0008615,0.0008615,0.0008615
117,131.96,1.05596,1.08651,1.20995,0.64793,0.25,0.30465,0.07426,2.82413,2.75002,2.68628,0.0008516,0.0008516,0.0008516
118,133.063,0.94272,0.83083,1.15943,0.6271,0.25,0.32748,0.08619,2.87681,2.63126,2.60603,0.0008417,0.0008417,0.0008417
119,134.224,0.98179,0.97308,1.13411,0.38444,0.3125,0.26192,0.10187,2.83229,2.48311,2.62185,0.0008318,0.0008318,0.0008318
120,135.316,1.05646,0.86541,1.15548,0.50442,0.3125,0.3043,0.12328,2.85498,2.28458,2.73018,0.0008219,0.0008219,0.0008219
121,136.407,0.9563,0.83208,1.09505,0.40398,0.3125,0.33666,0.13935,2.81891,2.05411,2.76815,0.000812,0.000812,0.000812
122,137.514,0.95998,0.95068,1.11026,0.57667,0.3125,0.40164,0.14634,2.93277,2.21188,2.92475,0.0008021,0.0008021,0.0008021
123,138.625,0.8859,0.7588,1.12543,0.59753,0.3125,0.36867,0.0995,3.00906,2.13367,2.99923,0.0007922,0.0007922,0.0007922
124,139.731,1.02095,0.93993,1.18979,0.79979,0.375,0.43032,0.09625,3.02503,2.24286,3.02877,0.0007823,0.0007823,0.0007823
125,140.846,0.93296,0.83537,1.14251,0.81011,0.375,0.45806,0.0862,3.02407,2.29032,3.01625,0.0007724,0.0007724,0.0007724
126,141.95,0.90346,0.86295,1.08799,0.6115,0.3125,0.39066,0.07799,3.14824,2.24524,3.08056,0.0007625,0.0007625,0.0007625
127,143.075,0.86855,0.74363,1.03475,0.57096,0.3125,0.31859,0.05575,3.22284,2.08976,3.0201,0.0007526,0.0007526,0.0007526
128,144.153,0.94695,0.85813,1.11574,0.36585,0.3125,0.26543,0.048,3.24858,1.92299,2.98567,0.0007427,0.0007427,0.0007427
129,145.239,1.01309,0.9436,1.18835,0.49068,0.30201,0.25534,0.05404,3.25738,1.89273,2.99073,0.0007328,0.0007328,0.0007328
130,146.327,0.91839,0.8331,1.1012,0.57131,0.375,0.37325,0.0719,3.20422,2.00826,2.8945,0.0007229,0.0007229,0.0007229
131,147.413,0.87871,0.82244,1.03358,0.53697,0.36334,0.31831,0.06832,3.10595,2.14783,2.80619,0.000713,0.000713,0.000713
132,148.544,0.90279,0.83172,1.09831,0.72665,0.25,0.30071,0.06266,3.01207,2.26197,2.76136,0.0007031,0.0007031,0.0007031
133,149.899,0.93623,0.79122,1.07406,0.53585,0.43326,0.39889,0.08055,3.04654,2.17558,2.7893,0.0006932,0.0006932,0.0006932
134,151.073,1.06845,0.91449,1.23373,0.4972,0.55655,0.42202,0.08117,3.02585,2.10373,2.85948,0.0006833,0.0006833,0.0006833
135,152.206,0.99699,0.84886,1.13105,0.59862,0.5,0.41143,0.08993,2.96111,2.11597,2.83708,0.0006734,0.0006734,0.0006734
136,153.297,0.84764,0.75952,1.05023,0.61853,0.4375,0.39607,0.10289,2.86049,2.15143,2.81497,0.0006635,0.0006635,0.0006635
137,154.378,0.85765,0.74321,1.04903,0.56692,0.4375,0.43272,0.09938,2.88309,2.03169,2.83167,0.0006536,0.0006536,0.0006536
138,155.477,0.95721,0.90047,1.1471,0.59507,0.4375,0.42357,0.09169,2.84337,2.00096,2.82478,0.0006437,0.0006437,0.0006437
139,156.542,0.86651,0.7437,1.06538,0.62266,0.4375,0.4253,0.08491,2.78681,1.97226,2.71599,0.0006338,0.0006338,0.0006338
140,157.62,0.88506,0.77997,1.07325,0.76865,0.5,0.53606,0.11302,2.73655,1.97576,2.57415,0.0006239,0.0006239,0.0006239
141,158.695,0.80009,0.70559,1.05054,0.63067,0.4375,0.42365,0.09663,2.72587,2.07333,2.54727,0.000614,0.000614,0.000614
142,159.8,0.81071,0.72796,0.97671,0.68282,0.4375,0.43655,0.10231,2.77212,2.12915,2.53369,0.0006041,0.0006041,0.0006041
143,160.883,0.8521,0.83371,1.08537,0.76996,0.5,0.51172,0.11817,2.78979,2.16474,2.52856,0.0005942,0.0005942,0.0005942
144,161.999,0.79022,0.69885,0.93247,0.7125,0.5,0.51356,0.11297,2.76287,1.98362,2.51775,0.0005843,0.0005843,0.0005843
145,163.081,0.86547,0.75304,0.99833,0.72436,0.5,0.51371,0.10624,2.70987,1.94198,2.51486,0.0005744,0.0005744,0.0005744
146,164.168,0.81889,0.66886,1.00129,0.58276,0.4375,0.40777,0.0903,2.70495,1.99085,2.53933,0.0005645,0.0005645,0.0005645
147,165.27,0.91347,0.80153,1.08722,0.41481,0.375,0.27633,0.09288,2.73348,2.01281,2.60175,0.0005546,0.0005546,0.0005546
148,166.363,0.79194,0.7817,1.05674,0.4952,0.3684,0.28451,0.09283,2.74073,2.00888,2.64174,0.0005447,0.0005447,0.0005447
149,167.506,0.91948,0.85953,1.11313,0.48762,0.3125,0.2788,0.08465,2.76277,2.15447,2.6365,0.0005348,0.0005348,0.0005348
150,168.613,0.8952,0.73931,1.0792,0.57434,0.375,0.36205,0.08046,2.79866,2.25677,2.62097,0.0005249,0.0005249,0.0005249
151,169.716,0.79518,0.69321,1.01824,0.58238,0.375,0.34883,0.06954,2.78888,2.28095,2.58077,0.000515,0.000515,0.000515
152,170.774,0.8215,0.73209,1.05897,0.57724,0.375,0.34145,0.06765,2.80798,2.38234,2.60371,0.0005051,0.0005051,0.0005051
153,171.845,0.82059,0.74809,1.04385,0.45539,0.375,0.32328,0.06332,2.74565,2.39542,2.5521,0.0004952,0.0004952,0.0004952
154,172.934,0.88268,0.73718,1.15663,0.65252,0.25,0.30365,0.06194,2.64439,2.40006,2.48718,0.0004853,0.0004853,0.0004853
155,173.997,0.75469,0.66626,1.03376,0.64853,0.25,0.27748,0.06112,2.60356,2.36348,2.41878,0.0004754,0.0004754,0.0004754
156,175.093,0.78059,0.6628,1.01674,0.64193,0.25,0.28692,0.07103,2.55231,2.3288,2.36062,0.0004655,0.0004655,0.0004655
157,176.184,0.74285,0.66139,0.99396,0.65106,0.25,0.30427,0.09073,2.5433,2.38113,2.3644,0.0004556,0.0004556,0.0004556
158,177.268,0.7207,0.64215,1.03771,0.4722,0.3125,0.32288,0.09913,2.48915,2.33404,2.33038,0.0004457,0.0004457,0.0004457
159,178.352,0.63841,0.57599,0.93745,0.75749,0.25,0.32109,0.0924,2.52482,2.3036,2.35356,0.0004358,0.0004358,0.0004358
160,179.447,0.76611,0.67136,1.05226,0.77083,0.25,0.33368,0.09684,2.57685,2.28776,2.37964,0.0004259,0.0004259,0.0004259
161,180.522,0.82811,0.69818,1.06791,0.7585,0.25,0.34016,0.11077,2.62342,2.27162,2.40557,0.000416,0.000416,0.000416
162,181.593,0.79907,0.67927,1.03826,0.42269,0.32089,0.34943,0.10826,2.66145,2.11831,2.42693,0.0004061,0.0004061,0.0004061
163,182.703,0.69841,0.64479,0.98164,0.75839,0.25,0.35114,0.11467,2.59049,2.00753,2.36645,0.0003962,0.0003962,0.0003962
164,183.834,0.77483,0.61413,1.0194,0.52045,0.3125,0.34392,0.12024,2.56268,1.98186,2.34527,0.0003863,0.0003863,0.0003863
165,184.954,0.72656,0.60068,1.0019,0.53459,0.375,0.36188,0.11568,2.54429,1.98118,2.34481,0.0003764,0.0003764,0.0003764
166,186.03,0.79529,0.86744,1.00321,0.59815,0.375,0.37421,0.12982,2.53224,1.96605,2.37916,0.0003665,0.0003665,0.0003665
167,187.159,0.75985,0.63299,1.00536,0.76362,0.4375,0.46052,0.1523,2.5332,1.9447,2.36514,0.0003566,0.0003566,0.0003566
168,188.267,0.7225,0.6126,0.95115,0.76809,0.4375,0.46705,0.15856,2.51795,1.90646,2.32694,0.0003467,0.0003467,0.0003467
169,189.411,0.74561,0.66528,1.01194,0.62815,0.4375,0.44685,0.16456,2.52298,1.95715,2.34897,0.0003368,0.0003368,0.0003368
170,190.565,0.64724,0.60736,0.95701,0.72953,0.4375,0.44148,0.17071,2.54226,1.9037,2.37394,0.0003269,0.0003269,0.0003269
171,191.663,0.60828,0.6626,1.0128,0.86937,0.4375,0.45189,0.17059,2.54756,1.89,2.40227,0.000317,0.000317,0.000317
172,192.8,0.72535,0.718,1.0197,0.86731,0.4375,0.45839,0.17609,2.52414,1.86129,2.41078,0.0003071,0.0003071,0.0003071
173,193.949,0.68039,0.63763,0.95711,0.86544,0.4375,0.47095,0.18176,2.50937,1.75125,2.43034,0.0002972,0.0002972,0.0002972
174,195.085,0.71857,0.61612,1.04314,0.86225,0.4375,0.47262,0.18575,2.50954,1.66836,2.4574,0.0002873,0.0002873,0.0002873
175,196.192,0.64376,0.61356,0.97566,0.76434,0.4375,0.44791,0.15483,2.57479,1.72008,2.53302,0.0002774,0.0002774,0.0002774
176,197.291,0.68145,0.6226,1.0192,0.76126,0.4375,0.45045,0.15065,2.61501,1.75921,2.51534,0.0002675,0.0002675,0.0002675
177,198.377,0.68185,0.58996,0.97149,0.75908,0.4375,0.4413,0.14472,2.58058,1.77367,2.44418,0.0002576,0.0002576,0.0002576
178,199.522,0.74499,0.66754,1.00903,0.74173,0.4375,0.46507,0.14594,2.57931,1.78697,2.43874,0.0002477,0.0002477,0.0002477
179,200.638,0.71456,0.68095,1.10322,0.59704,0.5,0.43627,0.13621,2.59654,1.80985,2.4772,0.0002378,0.0002378,0.0002378
180,201.752,0.70488,0.62413,0.97595,0.59537,0.5,0.42031,0.13267,2.60237,1.85341,2.47311,0.0002279,0.0002279,0.0002279
181,202.859,0.73707,0.64363,0.98276,0.52839,0.5,0.42322,0.12356,2.61953,1.90781,2.45845,0.000218,0.000218,0.000218
182,203.967,0.61737,0.56215,0.98006,0.51338,0.5,0.39922,0.11553,2.64767,1.91148,2.48184,0.0002081,0.0002081,0.0002081
183,205.1,0.58232,0.64496,0.9792,0.4522,0.4375,0.37392,0.10881,2.67114,1.96941,2.49327,0.0001982,0.0001982,0.0001982
184,206.195,0.65037,0.59048,0.97174,0.44344,0.4375,0.37248,0.10544,2.67371,2.01004,2.48034,0.0001883,0.0001883,0.0001883
185,207.317,0.66089,0.59492,0.9918,0.43975,0.4375,0.36611,0.10227,2.67321,2.03986,2.47845,0.0001784,0.0001784,0.0001784
186,208.452,0.64611,0.59389,0.95818,0.43557,0.4375,0.36976,0.10292,2.66569,2.08091,2.4731,0.0001685,0.0001685,0.0001685
